,Job Id,Experience,Qualifications,Salary Range,location,Country,latitude,longitude,Work Type,Company Size,Job Posting Date,Preference,Contact Person,Contact,Job Title,Role,Job Portal,Job Description,Benefits,skills,Responsibilities,Company,Sector,Industry,City,State,Zip,Website,Ticker,CEO
757913,320802887743579,0 to 13 Years,M.Com,$61K-$95K,Manama,Bahrain,26.0667,50.5577,Contract,41732,2022-08-24,Female,Angelica Howard,279.497.5690x1744,Event Planner,Wedding Planner,Indeed,"Wedding Planners specialize in organizing weddings, assisting couples with every aspect of wedding planning, from venue selection to catering and decor.","{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}",Wedding planning Venue selection Catering and menu planning Floral and decor design Wedding etiquette,"Specialize in wedding planning, assisting couples in creating their dream weddings. Select and manage vendors, plan ceremonies, and handle wedding day coordination. Provide creative and budget-conscious solutions.",SF Express,Logistics,Logistics & Delivery Services,Shenzhen,,,https://www.sf-express.com/,2352,Wang Wei
33020,2565608604061766,3 to 13 Years,M.Com,$61K-$109K,City of Victoria,"Hong Kong SAR, China",22.3964,114.1095,Part-Time,115625,2022-11-27,Both,Brandon Ingram,712-626-2533,Registered Nurse,Charge Nurse,ZipRecruiter,"A Charge Nurse leads and supervises nursing staff, coordinates patient care, and ensures efficient operations within a healthcare unit or department.","{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}",Nursing leadership Charge nurse responsibilities Team coordination,Supervise nursing staff and allocate patient assignments. Ensure compliance with nursing standards and protocols. Act as a resource for nursing-related issues.,Pfizer,Healthcare,Pharmaceuticals,New York,New York,10001,www.pfizer.com,PFE,Albert Bourla
518498,114337659912526,1 to 8 Years,B.Tech,$56K-$82K,Nuku?alofa,Tonga,-21.1789,-175.1982,Contract,127531,2023-09-03,Both,Kara Walsh,001-982-799-0806x38898,Customer Service Manager,Customer Experience Strategist,CareerBuilder,"Customer Experience Strategists develop and execute strategies to enhance the overall customer experience. They analyze customer feedback, identify pain points, and work across departments to improve products, services, and customer interactions.","{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}",Customer experience strategy Customer journey mapping Feedback analysis User research Metrics and KPIs Communication skills,Develop and execute customer experience strategies to improve satisfaction and loyalty. Gather and analyze customer feedback. Collaborate with cross-functional teams to enhance the customer journey.,Glencore,Mining and Metals,Mining,"Baar, Switzerland",,,www.glencore.com,GLEN.L,Gary Nagle
1219645,2267153493932212,2 to 9 Years,B.Tech,$60K-$103K,Nicosia,Cyprus,35.1264,33.4299,Intern,116259,2021-09-28,Both,Todd Walker,001-683-386-4174x103,Investment Analyst,Risk Analyst,FlexJobs,A Risk Analyst assesses and manages financial risks within an organization. They use data analysis and modeling to evaluate potential risks and recommend mitigation strategies.,"{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}",Risk assessment Data analysis Financial modeling Risk management tools Regulatory compliance knowledge,"Evaluate investment risks, including market, credit, and operational risks. Develop risk models and stress tests. Implement risk management strategies and controls.",Maruti Suzuki India,Automotive,Automotive,Gurugram,Haryana,122015,www.marutisuzuki.com,MARUTI,Kenichi Ayukawa
275149,1354893335903845,4 to 15 Years,MCA,$59K-$103K,Tripoli,Libya,26.3351,17.2283,Contract,119248,2022-12-02,Female,Amy Nguyen,8142136696,Speech Therapist,Adult Speech Therapist,Indeed,Adult Speech Therapists work with adults to address speech and language disorders. They provide therapy and support to improve communication and enhance quality of life.,"{'Health Insurance, Retirement Plans, Paid Time Off (PTO), Flexible Work Arrangements, Employee Assistance Programs (EAP)'}",Adult speech therapy Speech-language assessment Rehabilitation techniques Swallowing disorders Communication skills,"Focus on speech and language therapy for adults with communication challenges. Address speech disorders, aphasia, and swallowing difficulties. Customize therapy plans for individual needs.",Qantas Airways,Transportation/Airlines,Aviation/Airlines,Sydney,NSW,2020,https://www.qantas.com/,QAN,Alan Joyce
1279609,1139404183275323,0 to 14 Years,BCA,$61K-$100K,Pristina,Kosovo,42.6026,20.903,Intern,134368,2023-03-17,Male,Yolanda Nguyen,001-430-310-5460x04676,Digital Marketing Specialist,SEO Specialist,LinkedIn,"SEO Specialists optimize websites for search engines to improve online visibility. They conduct keyword research, optimize content, and implement SEO strategies to increase organic traffic and rankings.","{'Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans'}","Search engine algorithms and ranking factors Keyword research and analysis On-page and off-page SEO optimization SEO tools (e.g., Google Analytics, SEMrush) SEO content strategy","Optimize websites for search engines (SEO), conduct keyword research, and improve online visibility and search rankings. Monitor and analyze SEO performance metrics. Implement SEO best practices and strategies.",FirstEnergy,Utilities,Utilities: Gas and Electric,Akron,Ohio,44308,www.firstenergycorp.com,FE,Brian X. Tierney
1294400,145164542187671,5 to 13 Years,BA,$62K-$114K,Kinshasa,Democratic Republic Of Congo,-4.0383,21.7587,Contract,46339,2023-08-28,Both,Jack Coleman,(381)412-2119,Paralegal,Litigation Paralegal,Dice,"Assist in litigation cases, including document preparation, legal research, and trial support.","{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}",Legal research Discovery management Case preparation Trial support Document review Client communication E-filing Attention to detail Multitasking Legal terminology Technology proficiency Communication skills Legal software proficiency,Assist attorneys in preparing for trials and hearings. Organize and manage legal documents and exhibits. Interview clients and witnesses.,Westpac Banking Corporation,Banking,Banking/Financial Services,Sydney,NSW,2000,https://www.westpac.com.au/,WBC,Peter King
935551,1432236465757247,5 to 12 Years,B.Com,$64K-$122K,Gaza,West Bank and Gaza,31.9522,35.2332,Part-Time,57425,2023-06-24,Male,Angel Chung,+1-237-939-6056,Project Coordinator,Administrative Coordinator,SimplyHired,"Administrative Coordinators support administrative tasks, including data entry, scheduling, and document management, to enhance organizational efficiency.","{'Health Insurance, Retirement Plans, Paid Time Off (PTO), Flexible Work Arrangements, Employee Assistance Programs (EAP)'}",Office administration Communication skills Organizational skills Time management Microsoft Office proficiency,"Provide administrative support to project teams, including scheduling meetings, managing documents, and handling logistics. Prepare project reports and presentations. Track project budgets and expenses.",Nordstrom,Retail,General Merchandisers,Seattle,Washington,98101,www.nordstrom.com,JWN,Erik B. Nordstrom
1575916,456764385043424,0 to 10 Years,BCA,$55K-$80K,Tripoli,Libya,26.3351,17.2283,Full-Time,71054,2022-11-26,Both,Ashley Martin,257-948-0066x649,Data Scientist,Machine Learning Engineer,USAJOBS,"Machine Learning Engineers develop machine learning models and algorithms, working on tasks like data preprocessing, model training, and deployment.","{'Health Insurance, Retirement Plans, Paid Time Off (PTO), Flexible Work Arrangements, Employee Assistance Programs (EAP)'}",Machine learning algorithms Python programming Data preprocessing Deep learning Model evaluation,Develop machine learning models and algorithms for data analysis and prediction. Preprocess and clean data for model training. Evaluate model performance and fine-tune parameters.,Northern Star Resources,Mining and Metals/Gold,Mining,Subiaco,WA,6008,https://www.nsrltd.com/,NST,Stuart Tonkin
199878,2814953529191786,4 to 13 Years,M.Tech,$58K-$123K,San Jose,Costa Rica,9.7489,-83.7534,Intern,98369,2021-10-29,Female,Carol Lowe,+1-580-803-0306x850,Art Teacher,Art Education Coordinator,Jobs2Careers,"An Art Education Coordinator plans and manages art education programs, curriculum development, and educational outreach to promote art appreciation and learning within communities.","{'Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans'}",Art education curriculum Program development Teacher training Communication skills Artistic expertise,"Coordinate art education programs, curriculum development, and student assessments. Collaborate with other educators and schools. Organize art exhibitions and showcases.",Devon Energy,Energy,"Mining, Crude-Oil Production",Oklahoma City,Oklahoma,73102,www.devonenergy.com,DVN,Richard E. Muncrief
1507261,1801482937364612,0 to 8 Years,BBA,$56K-$123K,Berlin,Germany,51.1657,10.4515,Intern,51916,2022-08-11,Both,Cynthia Dodson,2974760064,Event Planner,Wedding Planner,Internships.com,"Wedding Planners specialize in organizing weddings, assisting couples with every aspect of wedding planning, from venue selection to catering and decor.","{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}",Wedding planning Venue selection Catering and menu planning Floral and decor design Wedding etiquette,"Specialize in wedding planning, assisting couples in creating their dream weddings. Select and manage vendors, plan ceremonies, and handle wedding day coordination. Provide creative and budget-conscious solutions.",Metro AG,Retail,Retail,D sseldorf,,,www.metroag.de,B4B,Steffen Greubel
1006904,2057007574058163,3 to 13 Years,B.Com,$62K-$86K,Kampala,Uganda,1.3733,32.2903,Part-Time,34474,2022-03-15,Male,Brandon Pitts,(494)377-7008,Art Teacher,Studio Art Teacher,FlexJobs,"A Studio Art Teacher instructs students in studio art practices, providing hands-on guidance in creating art and fostering artistic expression and skill development.","{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}",Art instruction Classroom management Art techniques Lesson planning Student assessment,Focus on specific art mediums or techniques in a studio environment. Provide hands-on instruction and guidance. Encourage students to explore and refine their artistic skills.,Microsoft,Technology,Computer Software,Redmond,Washington,98052,www.microsoft.com,MSFT,Satya Nadella
890300,2911241948055074,3 to 8 Years,M.Com,$59K-$91K,Apia,American Samoa,-14.271,-170.1322,Contract,72681,2022-11-25,Male,Colleen Jordan,968.575.9844x7568,Administrative Assistant,Executive Assistant,Jobs2Careers,"Support high-level executives by managing schedules, coordinating meetings, and handling various administrative tasks.","{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}","Calendar management Travel coordination Meeting scheduling Correspondence and communication Office organization Confidentiality Time management Problem-solving Attention to detail Communication skills Technology proficiency (e.g., MS Office)","Provide high-level administrative support to executives, including managing schedules and communications. Coordinate meetings and travel arrangements. Handle confidential information with discretion.",Shriram Transport Finance Company,Financial Services,Financial Services,Mumbai,MH,400 013,www.stfc.in,SRTRANSFIN,Umesh Revankar
329345,1572813307461502,0 to 8 Years,BBA,$63K-$115K,Basseterre,St. Kitts and Nevis,17.3578,-62.7829,Part-Time,73376,2022-08-07,Female,Tammy Acosta,943-209-5135,UI Developer,Front-End Developer,SimplyHired,A Front-End Developer specializes in creating the user interface and user experience of websites or applications. They code and design elements that users interact with directly.,"{'Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans'}","Front-end web development HTML, CSS, JavaScript Responsive design Web performance optimization Cross-browser compatibility","Develop and maintain user interfaces for websites and web applications. Write clean and efficient HTML, CSS, and JavaScript code. Collaborate with UX designers to ensure a seamless user experience.",Home Depot,Retail,Specialty Retailers: Other,Atlanta,Georgia,30339,www.homedepot.com,HD,Ted Decker
1208044,1893081369198148,2 to 8 Years,M.Com,$56K-$80K,AsunciÃ³n,Paraguay,-23.442503,-58.443832,Intern,35658,2023-07-04,Both,Michael Clayton,207-999-7543,Litigation Attorney,Family Law Attorney,SimplyHired,"Family Law Attorneys deal with legal matters related to family relationships. They handle cases like divorce, child custody, adoption, and domestic disputes to provide legal guidance.","{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}",Family law Divorce proceedings Child custody Mediation Legal counseling Court representation,"Specialize in family law matters, such as divorce, child custody, and adoption. Advocate for clients in family court proceedings. Offer legal advice and mediation services.",Universal Health Services,Healthcare Services,Health Care: Medical Facilities,King of Prussia,Pennsylvania,19406,www.uhs.com,UHS,Marc D. Miller
876061,1747359443526690,1 to 12 Years,BBA,$65K-$113K,Phnom Penh,Cambodia,12.5657,104.9909,Temporary,40631,2023-09-07,Male,Gerald Miller,478-470-2426,Structural Engineer,Bridge Engineer,Stack Overflow Jobs,"A Bridge Engineer specializes in designing and maintaining bridges, ensuring their structural integrity, safety, and compliance with engineering standards and regulations.","{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}",Bridge design Civil engineering Structural analysis AutoCAD proficiency Project management,Specialize in the design and maintenance of bridges and transportation structures. Conduct structural inspections and assessments. Develop repair and maintenance plans.,Toll Brothers,Home Construction,Homebuilders,Fort Washington,Pennsylvania,19034,www.tollbrothers.com,TOL,Douglas C. Yearley Jr.
1095609,2815992691546653,2 to 10 Years,BBA,$60K-$124K,Apia,Samoa,-13.759,-172.1046,Intern,64970,2023-04-24,Female,Samantha Wood,001-375-683-2353x325,Financial Advisor,Retirement Planner,SimplyHired,"Retirement Planners assist clients in planning for retirement, including savings strategies, pension options, and retirement income planning.","{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}",Retirement planning Social security Investment products Tax planning Estate planning,"Specialize in retirement planning, helping clients prepare for financial security in retirement. Create retirement income plans and strategies. Address tax and estate planning considerations.",Penske Automotive Group,Automotive,"Automotive Retailing, Services",Bloomfield Hills,Michigan,48302,www.penskeautomotive.com,PAG,Roger S. Penske
1600735,1821851182765194,1 to 15 Years,BBA,$64K-$125K,Port-au-Prince,Haiti,18.9712,-72.2852,Contract,19241,2022-04-28,Female,Scott Martinez,690.835.8243,Procurement Specialist,Procurement Manager,ZipRecruiter,"Procurement Managers oversee procurement processes, managing vendor relationships, negotiating contracts, and ensuring cost-effective purchasing of goods and services.","{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}",Procurement strategies Supplier management Negotiation Cost analysis Supply chain management,"Manage procurement processes, vendor relationships, and supplier negotiations. Develop procurement strategies and cost-saving initiatives. Ensure timely delivery of goods and services.",Xiaomi Corporation,Technology and Electronics,Technology & Electronics,Beijing,,,https://www.mi.com/en/,1810.HK,Lei Jun
1045622,1901586416295569,0 to 14 Years,MCA,$63K-$97K,Saint John's,Antigua and Barbuda,17.0608,-61.7964,Part-Time,55482,2023-02-28,Both,Sharon White,+1-973-504-5951x1142,Accountant,Forensic Accountant,USAJOBS,"Forensic Accountants investigate financial discrepancies and fraud. They analyze financial documents, track financial transactions, and provide expert testimony in legal proceedings. They play a critical role in detecting and preventing financial fraud.","{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Forensic accounting Fraud detection Legal knowledge Investigative skills,"Investigate financial discrepancies, analyze financial data for fraud, and provide expert testimony in legal cases. Perform forensic audits and fraud detection. Collaborate with law enforcement and legal teams.",Allianz SE,Insurance,Insurance,Munich,,,www.allianz.com,ALV,Oliver B te
1555676,2228192012196324,4 to 15 Years,BCA,$63K-$130K,Majuro,Marshall Islands,7.1315,171.1845,Intern,27665,2022-01-06,Male,Vanessa Perez,001-975-693-7139x5083,UX/UI Designer,Interaction Designer,Idealist,Interaction Designers specialize in designing user interactions within digital interfaces. They create meaningful and engaging user experiences by considering user behaviors and system responses.,"{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}",Interaction design principles User behavior and psychology Wireframing and prototyping tools Animation and micro-interaction design Collaborative design processes,"Work on interaction design, defining how users interact with digital products and ensuring a seamless user journey. Create wireframes and prototypes to illustrate interactions. Collaborate with developers to implement interaction designs.",International Business Machines,Technology,Information Technology Services,Armonk,New York,10504,www.ibm.com,IBM,Arvind Krishna
1230458,1914298369878389,2 to 15 Years,MCA,$60K-$107K,Quito,Ecuador,-1.8312,-78.1834,Intern,53520,2023-07-27,Both,Laura Williams,436.236.2715x3673,Operations Manager,Operations Director,Idealist,"Operations Directors oversee the daily operations of an organization. They develop and implement operational strategies, manage teams, and work to optimize processes to achieve business goals and efficiency.","{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}",Operations management Strategic planning and execution Budgeting and financial analysis Leadership and team management Process improvement and optimization,Oversee and manage daily operations to ensure efficiency and productivity. Develop and implement operational strategies and goals. Lead and mentor a team of operations staff.,Daimler AG (now known as Mercedes-Benz AG),Automotive,Automotive,Stuttgart,,,www.daimler.com,DAI,Ola K llenius
956439,2134755869557741,5 to 15 Years,BA,$61K-$119K,Dili,Timor-Leste,-8.8742,125.7275,Contract,48594,2022-07-13,Both,Samuel Miller,+1-305-367-6693x8031,Registered Nurse,Staff Nurse,SimplyHired,"A Staff Nurse provides patient care, administers medications, and collaborates with healthcare teams to ensure the well-being of patients in clinical settings.","{'Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans'}",Nursing care Patient assessment Medical knowledge,"Provide direct patient care, including assessments, medication administration, and wound care. Monitor patient conditions and vital signs. Collaborate with healthcare teams to develop care plans.",Bharti Airtel,Telecommunications,Telecommunications,New Delhi,Delhi,110001,www.airtel.in,BHARTIARTL,Gopal Vittal
813501,1865964836527328,4 to 9 Years,MBA,$65K-$80K,ReykjavÃ­k,Iceland,64.9631,-19.0208,Intern,78333,2022-05-24,Male,Henry Scott,+1-280-812-3837,HR Coordinator,Training Coordinator,FlexJobs,"Training Coordinators design and implement employee training programs. They assess training needs, develop training materials, and facilitate training sessions to enhance employees skills and knowledge.","{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Training program coordination Training material development Learning management systems,"Coordinate employee training programs, track training records, and assist with training logistics. Identify training needs and develop training materials. Facilitate training sessions or workshops.",Balfour Beatty,Construction and Engineering,Construction,London,England,SW1E 5JY,https://www.balfourbeatty.com/,BBY,Leo Quinn
251584,3085007137945146,2 to 15 Years,MBA,$55K-$93K,Antananarivo,Madagascar,-18.8792,46.8451,Temporary,89865,2022-10-11,Female,Howard Little,001-626-765-0597x946,HR Manager,HR Compliance Specialist,SimplyHired,"An HR Compliance Specialist ensures adherence to employment laws and regulations, conducts audits, and provides guidance to maintain legal compliance within the organization.","{'Health Insurance, Retirement Plans, Paid Time Off (PTO), Flexible Work Arrangements, Employee Assistance Programs (EAP)'}",Employment law knowledge Compliance management Auditing skills Employee relations Communication skills,Ensure HR policies and practices comply with legal and regulatory requirements. Conduct audits and investigations. Provide guidance on compliance issues.,Alcoa,Metals,Metals,Pittsburgh,Pennsylvania,15212,www.alcoa.com,AA,Roy C. Harvey
140727,1492274024725072,3 to 9 Years,BBA,$62K-$81K,Niamey,Niger,17.6078,8.0817,Part-Time,101265,2022-05-10,Both,Austin Coleman,(470)453-3207,Financial Advisor,Investment Advisor,Glassdoor,"Investment Advisors offer financial advice to clients, helping them make investment decisions, manage portfolios, and achieve their financial goals.","{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}",Investment strategies Portfolio management Financial planning Risk assessment Regulatory compliance,Provide investment advice and portfolio management services. Assess clients financial goals and risk tolerance. Monitor market trends and recommend investment strategies.,Oil and Natural Gas Corporation (ONGC),Oil & Gas,Oil and Gas,Dehradun,Uttarakhand,248005,https://www.ongcindia.com/,ONGC,Subhash Kumar
456495,2914884608855533,4 to 9 Years,BA,$59K-$88K,Sofia,Bulgaria,42.7339,25.4858,Intern,40753,2023-08-18,Male,Jennifer Lee,679.585.3184x6214,Sales Associate,Retail Sales Associate,FlexJobs,"A Retail Sales Associate assists customers in retail environments, helping them find products, providing product information, and ensuring a positive shopping experience.","{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}",Customer service Sales techniques Product knowledge Cash handling Communication skills,"Assist customers in retail stores, answer questions, and provide product information. Process sales transactions and handle customer inquiries and returns. Maintain store displays and merchandising.",Seaboard,Transportation,Food Production,Merriam,Kansas,66202,www.seaboardcorp.com,SEB,Robert L. Steer
1136965,1362627604518839,1 to 15 Years,B.Com,$56K-$128K,George Town,Cayman Islands,19.3133,-81.2546,Full-Time,73984,2023-01-17,Male,Mary Love,(637)546-7980,Nurse Practitioner,Family Nurse Practitioner,USAJOBS,"Family Nurse Practitioners specialize in family-centered healthcare, providing comprehensive medical care to individuals of all ages within a family context.","{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}",Family medicine Health assessment Pediatric care Chronic disease management Patient education,"Focus on family-centered care, providing healthcare services to individuals and families of all ages. Perform physical exams, order diagnostic tests, and manage chronic conditions. Promote health and wellness.",China Southern Airlines,Aviation and Travel,Airlines & Aviation,Guangzhou,,,http://www.csair.com/,600029,Ma Xulun
223330,213464671858383,2 to 9 Years,MBA,$64K-$122K,Port-au-Prince,Haiti,18.9712,-72.2852,Contract,102865,2023-08-07,Male,Luke Flowers,5475086933,Account Director,Business Development Director,FlexJobs,"Business Development Directors lead efforts to identify and pursue new business opportunities. They develop growth strategies, build relationships with clients, and oversee business development teams to achieve revenue and expansion goals.","{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}",Business development Sales strategy Market analysis Client acquisition Team leadership Strategic planning Presentation skills,Develop and execute business development strategies to acquire new clients and grow accounts. Identify market opportunities and trends. Lead sales pitches and presentations.,Goodman Group,Real Estate/Logistics,Real Estate,Sydney,NSW,2000,https://www.goodman.com/,GMG,Greg Goodman
911699,2542772245625404,4 to 14 Years,BCA,$64K-$115K,Port-au-Prince,Haiti,18.9712,-72.2852,Part-Time,29623,2021-10-17,Female,Amanda Martin,(473)716-5928x72851,Landscape Designer,Sustainable Landscape Specialist,Idealist,"Sustainable Landscape Specialists focus on creating environmentally friendly and sustainable landscapes. They incorporate eco-friendly practices, native plants, and water conservation techniques into landscape design and maintenance.","{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Sustainable landscape design Native plant selection Water conservation Soil health Green building practices LEED certification,"Focus on environmentally friendly and sustainable landscape design practices. Incorporate native plants, rainwater harvesting, and ecological principles. Educate clients on sustainable landscaping benefits.",TD Synnex,Technology,Wholesalers: Electronics and Office Equipment,Fremont,California,94538,www.tdsynnex.com,SNX,Richard T. Hume
930105,1996889101051881,4 to 9 Years,PhD,$60K-$108K,Dhaka,Bangladesh,23.685,90.3563,Part-Time,14904,2022-01-06,Female,Paul Baker,+1-214-780-3740,Graphic Designer,UI/UX Designer,Snagajob,"UI/UX Designers focus on creating user-friendly and visually appealing interfaces for digital products. They conduct user research, design wireframes and prototypes, and collaborate with development teams to ensure a seamless and enjoyable user experience.","{'Health Insurance, Retirement Plans, Flexible Work Arrangements, Employee Assistance Programs (EAP), Bonuses and Incentive Programs'}","User interface (UI) design User experience (UX) design Wireframing and prototyping tools (e.g., Sketch, Figma) Usability testing Information architecture Interaction design Mobile and responsive design",Focus on user interface (UI) and user experience (UX) design for websites and applications to enhance user engagement. Conduct user research and usability testing. Collaborate with developers to implement designs.,Taylor Morrison Home,Real Estate,Homebuilders,Scottsdale,Arizona,85251,www.taylormorrison.com,TMHC,Sheryl D. Palmer
939753,2082860446868766,3 to 13 Years,PhD,$63K-$102K,"Malabo (de jure),",Equatorial Guinea,1.6508,10.2679,Intern,57161,2022-08-29,Both,Michelle Baker,402.394.2200x8112,Architectural Designer,Interior Designer,FlexJobs,"Interior Designers plan and design interior spaces to meet the functional and aesthetic needs of clients. They select furniture, colors, materials, and layouts to create visually appealing and functional interiors for homes and businesses.","{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}","Interior design Space planning Color theory Material selection CAD software (e.g., SketchUp) Client collaboration Budget management","Focus on interior spaces, selecting finishes, furnishings, and color schemes. Create interior design concepts and mood boards. Collaborate with architects and contractors on design integration.",Indiabulls Housing Finance,Financial Services,Financial Services,Gurugram,HR,122 001,www.indiabullshomeloans.com,IBULHSGFIN,Sameer Gehlaut
445756,77148411055965,3 to 13 Years,BBA,$64K-$120K,Nouakchott,Mauritania,21.0079,-10.9408,Full-Time,20829,2023-08-08,Both,Juan Whitney,001-846-935-8474x129,Social Media Manager,Social Media Strategist,USAJOBS,"Social Media Strategists develop and execute social media strategies to achieve marketing goals. They analyze social media trends, create content calendars, and measure the effectiveness of social media campaigns.","{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}",Social media marketing strategy development Content planning and creation Social media advertising and targeting Data-driven decision-making Social media trends and platform updates,Develop and implement social media strategies to increase brand awareness and engagement. Create and curate content for various social media platforms. Monitor social media metrics and analyze performance.,D.R. Horton,Real Estate,Homebuilders,Arlington,Texas,76011,www.drhorton.com,DHI,David V. Auld
1472550,2727602957835129,5 to 12 Years,M.Com,$55K-$93K,Sri Jayawardenepura Kotte,Sri Lanka,7.8731,80.7718,Temporary,59151,2023-08-15,Female,Robert Elliott,6745116155,Mechanical Designer,CAD Technician,Jobs2Careers,Create and modify technical drawings using computer-aided design (CAD) software for various engineering projects.,"{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Computer-aided design (CAD) software Technical drawing Blueprint interpretation Drafting standards Engineering principles Collaboration with engineers Problem-solving Attention to detail Communication skills 3D modeling (if applicable),Use computer-aided design (CAD) software to create and revise technical drawings. Ensure drawings comply with industry standards. Support design projects with technical expertise.,Opendoor Technologies,Real Estate,Internet Services and Retailing,Tempe,Arizona,85281,www.opendoor.com,OPEN,Carrie Wheeler
144376,2290903093935253,3 to 15 Years,BA,$63K-$81K,Addis Ababa,Ethiopia,9.145,40.4897,Contract,62766,2022-02-24,Both,Oscar Reed,(527)445-9324,Front-End Engineer,UI/UX Front-End Developer,SimplyHired,"UI/UX Front-End Developers focus on creating user-friendly and visually appealing interfaces for web and mobile applications. They work on user experience design, responsive layouts, and front-end development to optimize user interactions.","{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}",UI/UX design Frontend web development Wireframing and prototyping User research Accessibility standards Responsive design Collaboration skills,"Focus on user interface (UI) and user experience (UX) design, translating design mockups into functional web interfaces. Conduct usability testing and iterate on designs.",Pfizer,Healthcare,Pharmaceuticals,New York,New York,10001,www.pfizer.com,PFE,Albert Bourla
897344,1909013956665773,1 to 11 Years,BA,$61K-$90K,ReykjavÃ­k,Iceland,64.9631,-19.0208,Part-Time,132972,2022-08-29,Both,Nicole Kennedy,+1-348-887-6698,Network Administrator,Network Security Analyst,Internships.com,"Protect an organizations computer networks and systems from security threats, monitor network traffic, and respond to incidents.","{'Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans'}",Network security protocols Intrusion detection and prevention Security incident response Firewall administration Vulnerability assessment Security policies and procedures Log analysis Ethical hacking Problem-solving Communication skills Attention to detail,"Manage and secure computer networks, including firewalls and intrusion detection systems. Monitor network traffic for security threats. Implement security policies and procedures.",Insurance Australia Group (IAG),Insurance,Insurance,Sydney,NSW,2000,https://www.iag.com.au/,IAG,Nick Hawkins
1380563,960707360960559,1 to 8 Years,BCA,$64K-$116K,San Marino,San Marino,43.9424,12.4578,Full-Time,106520,2023-02-21,Male,Gina Smith,366-750-7065x1838,SEO Analyst,SEO Content Strategist,The Muse,"As an SEO Content Strategist, your primary responsibility is to develop and execute content strategies that enhance our online presence. You will conduct keyword research, optimize website content, and collaborate with the marketing team to improve search engine rankings and drive organic traffic. Your role involves staying updated with SEO trends and implementing best practices to boost our websites visibility and engagement.","{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}",SEO (Search Engine Optimization) Content strategy Keyword research Content optimization Content planning Analytics and reporting,"Develop and execute SEO-focused content strategies, including keyword optimization and content planning. Collaborate with content creators and web developers for SEO enhancements. Analyze content performance for SEO improvements.",Everbright Securities,Financial Services,Financial Services,Shanghai,,,http://www.everbright.com/,601788,Gao Xiqing
